Player,Nation,Pos,Age,Squad,Comp,Born,Player Value,cost,league_new_club,new_club,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%
Youcef Belaïli,ALG,FWMF,30,Brest,Ligue 1,1992,€1.50m,free transfer,Ligue Professionnelle 1,MC Algiers,6,4,356,4.0,0,2.25,0.25,11.1,0.0,0.0,16.0,0.25,0.0,0.0,28.5,39.5,72.2,556.0,142.3,11.8,13.0,90.4,10.5,12.5,84.0,5.0,10.5,47.6,0.5,2.0,1.0,2.0,0.25,3.5,39.5,34.0,5.5,1.75,0.25,1.75,5.25,0.25,3.5,2.5,1.0,0.0,28.5,0.0,1.75,3.75,2.0,1.5,0.0,0.0,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.25,0.5,0.75,0.5,0.0,0.5,1.75,28.6,1.25,0.5,0.0,0.5,0.25,1.5,0.25,0.0,53.0,0.5,5.5,21.0,27.5,3.25,53.0,3.75,1.0,26.7,1.75,46.7,37.3,255.8,121.0,4.0,2.5,1.0,4.0,1.0,36.0,7.75,0.75,0.0,0.0,2.75,2.0,0.5,5.25,0.5,0.0,0.0,0.0,4.75,0.5,0.25,66.7
Raoul Bellanova,ITA,DFMF,22,Inter,Serie A,2000,€5.00m,€7.00m,Serie A,Torino FC,10,0,159,1.8,0,1.11,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,47.8,63.9,74.8,781.1,173.3,26.1,30.0,87.0,15.6,22.2,70.0,4.44,7.78,57.1,0.0,0.56,1.11,0.56,0.56,2.22,63.9,56.7,7.22,0.0,0.0,1.11,7.78,7.22,0.0,0.0,0.0,0.0,47.8,0.0,2.22,2.22,1.11,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,1.11,2.22,0.56,0.0,1.11,1.67,66.7,0.56,1.11,0.56,0.56,1.67,4.44,2.78,0.0,79.4,4.44,21.7,29.4,28.3,2.22,79.4,2.22,0.56,25.0,1.11,50.0,47.2,362.8,175.0,4.44,3.33,0.0,1.11,1.11,49.4,8.89,0.0,0.0,0.0,0.0,1.67,0.0,7.78,1.11,0.0,0.0,0.0,3.89,1.11,0.0,100.0
Karim Bellarabi,GER,FW,32,Leverkusen,Bundesliga,1990,€1.50m,-,,Without Club,6,1,82,0.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8,56.7,66.7,488.9,177.8,25.6,33.3,76.7,12.2,20.0,61.1,0.0,2.22,0.0,0.0,0.0,4.44,0.0,0.0,3.33,56.7,55.6,1.11,0.0,0.0,0.0,5.56,1.11,0.0,0.0,0.0,0.0,37.8,0.0,1.11,4.44,4.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,1.11,1.11,0.0,2.22,2.22,100.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,66.7,1.11,10.0,25.6,32.2,3.33,66.7,4.44,1.11,25.0,3.33,75.0,38.9,196.7,90.0,3.33,3.33,1.11,1.11,1.11,53.3,11.1,0.0,0.0,0.0,2.22,0.0,2.22,5.56,0.0,0.0,0.0,0.0,4.44,0.0,0.0,0.0
Héctor Bellerín,ESP,DF,27,Barcelona,La Liga,1995,€8.00m,free transfer,LaLiga,Real Betis Balompié,3,1,143,1.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.1,60.0,80.2,716.3,261.9,30.0,32.5,92.3,13.1,15.6,84.0,3.13,5.0,62.5,0.0,0.63,6.25,2.5,0.0,8.13,60.0,51.3,8.13,0.63,0.63,0.0,1.88,7.5,0.0,0.0,0.0,0.0,48.1,0.63,1.88,3.13,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,1.25,0.0,1.25,1.88,66.7,0.63,1.25,0.0,1.25,1.88,3.13,1.25,0.0,66.9,0.63,10.6,31.3,25.6,3.13,66.9,2.5,1.88,75.0,0.63,25.0,33.8,169.4,99.4,1.25,1.88,0.63,0.63,0.0,41.3,3.75,0.0,0.0,0.0,1.25,0.0,0.0,1.88,0.0,0.0,0.0,0.0,6.25,1.88,0.0,100.0
Jude Bellingham,ENG,MF,19,Dortmund,Bundesliga,2003,€120.00m,€103.00m,LaLiga,Real Madrid,19,19,1690,18.8,4,2.07,0.74,35.9,0.1,0.29,16.8,0.11,0.0,0.0,44.1,54.6,80.9,774.4,254.6,19.6,22.9,85.6,17.1,19.9,86.1,5.32,7.66,69.4,0.21,1.06,5.8,1.49,0.11,9.04,54.6,52.8,1.49,0.96,0.32,0.9,1.01,0.48,0.0,0.0,0.0,0.0,44.1,0.27,0.9,3.88,2.82,0.0,0.32,0.32,0.37,0.05,0.53,0.43,0.0,0.05,0.0,0.05,0.0,2.93,1.54,1.06,1.28,0.59,1.33,1.65,80.6,0.32,2.02,0.16,1.86,1.28,4.2,1.06,0.0,71.2,1.6,12.0,39.0,21.3,3.51,71.2,4.95,2.45,49.5,1.44,29.0,45.0,261.0,128.3,3.03,1.97,0.9,2.55,2.13,52.5,4.41,0.27,0.0,0.0,1.17,2.77,0.05,1.01,1.54,0.0,0.0,0.0,7.71,1.38,1.06,56.5
Ramy Bensebaini,ALG,DF,27,M'Gladbach,Bundesliga,1995,€20.00m,free transfer,Bundesliga,Borussia Dortmund,18,18,1608,17.9,5,1.4,0.45,32.0,0.16,0.5,16.9,0.11,0.06,0.06,40.3,52.7,76.5,685.7,266.4,19.9,22.3,89.0,15.9,19.6,80.9,3.63,7.15,50.8,0.0,0.56,2.79,0.95,0.06,3.52,52.7,41.5,10.8,1.51,0.34,0.11,1.28,9.33,0.0,0.0,0.0,0.0,40.3,0.34,1.45,1.28,0.89,0.06,0.06,0.28,0.0,0.0,0.11,0.06,0.0,0.0,0.06,0.0,0.0,1.56,1.01,0.95,0.5,0.11,1.23,1.62,75.9,0.39,1.56,0.56,1.01,1.17,2.74,3.74,0.06,66.1,5.31,23.1,30.5,13.0,2.12,66.0,1.17,0.45,38.1,0.61,52.4,31.6,142.7,56.8,1.51,0.56,0.5,1.12,0.73,35.7,3.69,0.17,0.0,0.0,0.95,1.73,0.11,1.28,1.01,0.0,0.0,0.06,5.87,2.51,1.34,65.2
Nabil Bentaleb,ALG,MF,28,Angers,Ligue 1,1994,€7.00m,€4.50m,Ligue 1,LOSC Lille,18,17,1518,16.9,2,1.18,0.36,30.0,0.1,0.33,26.5,0.36,0.0,0.0,54.7,67.8,80.7,1052.5,363.6,20.1,23.4,85.9,25.7,29.2,88.0,7.57,12.6,60.1,0.18,1.12,6.39,0.41,0.0,6.86,67.8,60.8,6.69,4.2,0.24,0.71,3.61,0.06,2.43,1.95,0.41,0.0,54.7,0.3,0.77,2.49,1.48,0.71,0.18,0.06,0.06,0.0,0.24,0.12,0.12,0.0,0.0,0.0,0.0,3.25,1.72,1.54,1.48,0.24,1.48,2.31,64.1,0.83,1.18,0.24,0.95,1.72,4.97,1.07,0.12,79.1,2.49,19.8,49.1,11.6,0.24,79.1,3.31,1.72,51.8,1.07,32.1,58.2,326.3,147.9,1.12,2.19,0.12,0.83,0.77,52.2,0.18,0.06,0.0,0.0,1.54,1.78,0.0,3.61,1.72,0.0,0.0,0.0,8.52,1.12,0.65,63.3
Karim Benzema,FRA,FW,35,Real Madrid,La Liga,1987,€25.00m,free transfer,Saudi Pro League,Al-Ittihad Club,12,12,1046,11.6,9,4.05,1.38,34.0,0.13,0.38,16.2,0.17,0.26,0.34,40.8,47.8,85.4,502.2,95.5,27.8,30.8,90.2,8.53,9.22,92.5,1.29,1.72,75.0,0.26,2.5,2.5,1.9,0.0,5.6,47.8,45.0,2.41,0.26,0.43,0.34,0.09,0.09,0.52,0.0,0.0,0.0,40.8,0.34,1.29,4.66,3.97,0.09,0.26,0.17,0.17,0.0,0.26,0.26,0.0,0.0,0.0,0.0,0.0,0.52,0.34,0.17,0.09,0.26,0.0,0.43,0.0,0.43,0.69,0.0,0.69,0.09,0.6,0.17,0.0,57.3,0.26,2.76,20.6,34.3,7.5,57.0,1.72,0.69,40.0,0.95,55.0,36.0,165.2,82.0,2.84,1.9,1.29,1.47,1.21,48.2,7.24,0.09,0.0,0.0,0.6,0.34,1.29,0.09,0.34,0.17,0.0,0.0,1.98,0.43,0.43,50.0
Mitchell van Bergen,NED,FWDF,23,Reims,Ligue 1,1999,€1.20m,€1.00m,Eredivisie,Twente Enschede FC,18,5,629,7.0,0,2.43,1.29,52.9,0.0,0.0,18.7,0.0,0.0,0.0,16.1,25.9,62.4,234.1,75.0,9.29,11.1,83.3,4.0,7.29,54.9,1.57,4.57,34.4,0.14,1.86,0.71,1.14,0.43,1.43,25.9,22.7,3.14,0.71,0.14,0.0,5.43,0.29,1.71,0.71,1.0,0.0,16.1,0.0,1.43,2.71,1.86,0.29,0.14,0.14,0.14,0.14,0.43,0.14,0.0,0.0,0.14,0.14,0.0,1.71,0.71,0.71,0.71,0.29,0.86,2.0,42.9,1.14,0.86,0.29,0.57,0.57,2.29,0.86,0.0,38.4,0.86,6.29,14.0,19.9,3.71,38.4,3.14,0.71,22.7,2.29,72.7,27.3,255.6,129.7,4.14,3.14,1.57,1.86,0.86,23.1,7.14,0.14,0.0,0.0,1.0,1.0,0.43,5.43,0.71,0.14,0.14,0.0,6.0,0.29,0.86,25.0
Mergim Berisha,GER,FW,24,Augsburg,Bundesliga,1998,€12.00m,€14.00m,Bundesliga,TSG 1899 Hoffenheim,14,14,1143,12.7,6,2.91,0.79,27.0,0.11,0.4,18.9,0.31,0.16,0.24,9.53,20.8,45.8,166.6,70.2,4.17,7.24,57.6,3.7,7.24,51.1,1.26,3.78,33.3,0.31,1.5,1.34,0.47,0.24,1.57,20.8,15.7,4.96,1.26,0.0,0.08,5.51,0.0,2.6,1.34,1.26,0.0,9.53,0.08,1.18,2.44,0.87,1.02,0.16,0.24,0.08,0.08,0.47,0.16,0.24,0.08,0.0,0.0,0.0,0.55,0.24,0.16,0.16,0.24,0.16,0.39,40.0,0.24,0.79,0.0,0.79,0.0,0.55,1.26,0.0,33.1,1.42,2.99,10.8,20.0,4.8,32.8,1.97,0.31,16.0,1.26,64.0,15.4,77.6,27.2,1.18,1.02,0.63,2.68,1.65,18.7,5.67,0.63,0.08,0.08,1.73,1.26,0.94,5.51,0.24,0.0,0.0,0.0,2.76,2.44,3.7,39.7
Mergim Berisha,GER,FW,24,Augsburg,Bundesliga,1998,€12.00m,€4.00m,Bundesliga,FC Augsburg,14,14,1143,12.7,6,2.91,0.79,27.0,0.11,0.4,18.9,0.31,0.16,0.24,9.53,20.8,45.8,166.6,70.2,4.17,7.24,57.6,3.7,7.24,51.1,1.26,3.78,33.3,0.31,1.5,1.34,0.47,0.24,1.57,20.8,15.7,4.96,1.26,0.0,0.08,5.51,0.0,2.6,1.34,1.26,0.0,9.53,0.08,1.18,2.44,0.87,1.02,0.16,0.24,0.08,0.08,0.47,0.16,0.24,0.08,0.0,0.0,0.0,0.55,0.24,0.16,0.16,0.24,0.16,0.39,40.0,0.24,0.79,0.0,0.79,0.0,0.55,1.26,0.0,33.1,1.42,2.99,10.8,20.0,4.8,32.8,1.97,0.31,16.0,1.26,64.0,15.4,77.6,27.2,1.18,1.02,0.63,2.68,1.65,18.7,5.67,0.63,0.08,0.08,1.73,1.26,0.94,5.51,0.24,0.0,0.0,0.0,2.76,2.44,3.7,39.7
Paul Bernardoni,FRA,GK,25,Angers,Ligue 1,1997,€2.50m,?,Süper Lig,Konyaspor,14,14,1260,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,25.2,70.0,476.6,350.9,3.57,3.71,96.2,8.86,9.14,96.9,5.07,12.1,42.0,0.0,0.0,0.43,0.0,0.0,0.0,25.2,15.6,9.5,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.14,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.07,0.07,100.0,0.0,0.0,0.0,0.0,0.0,0.07,0.29,0.07,28.1,23.8,27.9,0.14,0.0,0.0,28.1,0.0,0.0,0.0,0.0,0.0,16.7,78.9,53.6,0.0,0.0,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.71,0.36,0.07,83.3
Juan Bernat,ESP,DF,29,Paris S-G,Ligue 1,1993,€10.00m,loan transfer,Liga Portugal,SL Benfica,17,11,994,11.0,1,0.45,0.36,80.0,0.2,0.25,11.7,0.0,0.0,0.0,53.1,57.2,92.8,703.5,153.8,33.5,35.5,94.4,15.3,16.5,92.8,1.09,1.45,75.0,0.18,1.27,1.82,0.45,0.09,1.73,57.2,52.4,4.82,0.36,0.0,0.09,0.64,4.45,0.0,0.0,0.0,0.0,53.1,0.0,0.64,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.36,0.45,0.18,1.45,2.45,59.3,1.0,0.64,0.09,0.55,0.45,2.45,1.0,0.0,64.5,2.45,16.5,31.2,17.2,3.18,64.5,2.0,0.82,40.9,1.09,54.5,49.0,239.9,104.5,1.36,0.91,0.73,0.55,0.55,47.0,8.27,0.09,0.0,0.0,0.45,0.55,0.0,0.64,1.0,0.0,0.0,0.0,5.09,0.36,0.36,50.0
Jason Berthomier,FRA,MF,33,Clermont Foot,Ligue 1,1990,€500k,?,A-League Men,Newcastle United Jets,2,0,23,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.3,63.3,100.0,826.7,113.3,43.3,43.3,100.0,13.3,13.3,100.0,3.33,3.33,100.0,0.0,0.0,3.33,0.0,0.0,3.33,63.3,56.7,6.67,3.33,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,63.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,0.0,3.33,43.3,20.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,53.3,230.0,66.7,0.0,0.0,0.0,0.0,0.0,56.7,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,3.33,0.0
Beto,GNB,FW,25,Udinese,Serie A,1998,€25.00m,€25.00m,Premier League,Everton FC,21,13,1203,13.4,7,2.31,0.9,38.7,0.23,0.58,12.0,0.0,0.0,0.0,8.51,13.7,62.0,108.1,12.5,5.75,8.21,70.0,1.79,2.99,60.0,0.37,0.75,50.0,0.07,0.9,0.45,0.15,0.0,0.45,13.7,13.2,0.45,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,8.51,0.07,0.45,1.87,1.34,0.0,0.22,0.15,0.15,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.97,0.67,0.0,0.6,0.37,0.22,0.6,37.5,0.37,0.82,0.07,0.75,0.15,1.12,1.12,0.0,28.5,1.34,1.64,11.5,15.7,6.04,28.5,2.46,0.82,33.3,1.49,60.6,16.4,65.5,22.8,0.97,0.6,0.75,5.0,2.01,21.3,5.52,0.07,0.0,0.0,1.64,1.19,0.3,0.52,0.67,0.0,0.0,0.0,1.27,3.36,2.91,53.6
Alessandro Bianco,ITA,MF,20,Fiorentina,Serie A,2002,€800k,loan transfer,Serie B,AC Reggiana 1919,3,2,112,1.2,0,1.67,0.83,50.0,0.0,0.0,25.2,0.0,0.0,0.0,38.3,45.0,85.2,688.3,104.2,16.7,20.0,83.3,16.7,20.0,83.3,4.17,4.17,100.0,0.0,0.83,7.5,0.83,0.0,5.0,45.0,43.3,1.67,1.67,0.0,2.5,0.83,0.0,0.0,0.0,0.0,0.0,38.3,0.0,0.0,2.5,1.67,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.83,0.83,1.67,0.0,1.67,1.67,100.0,0.0,0.83,0.0,0.83,0.0,2.5,0.0,0.0,53.3,0.0,8.33,35.0,10.0,0.83,53.3,0.83,0.0,0.0,0.0,0.0,28.3,144.2,77.5,2.5,0.0,0.0,1.67,3.33,39.2,1.67,0.0,0.0,0.0,2.5,2.5,0.0,0.83,0.83,0.0,0.0,0.0,4.17,0.83,0.83,50.0
El Bilal Touré,MLI,FW,21,Almería,La Liga,2001,€12.00m,€28.00m,Serie A,Atalanta BC,15,11,935,10.4,4,2.31,1.06,45.8,0.17,0.36,11.0,0.0,0.0,0.0,13.6,19.1,70.9,165.0,22.4,9.42,11.6,81.0,3.46,5.1,67.9,0.1,0.1,100.0,0.19,1.06,0.58,0.19,0.1,0.87,19.1,16.8,2.12,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,13.6,0.19,0.58,2.69,2.12,0.0,0.1,0.29,0.19,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.29,0.19,0.1,0.1,0.1,0.0,0.19,0.0,0.19,0.38,0.1,0.29,0.0,0.29,1.63,0.0,30.6,1.92,3.27,15.1,12.8,4.33,30.6,1.06,0.29,27.3,0.67,63.6,14.6,72.0,34.9,1.15,1.06,0.58,3.65,0.48,19.5,4.04,0.0,0.0,0.0,2.21,0.29,1.15,0.29,0.19,0.0,0.0,0.0,3.46,3.27,3.17,50.7
El Bilal Touré,MLI,FW,21,Reims,Ligue 1,2001,€12.00m,€28.00m,Serie A,Atalanta BC,3,1,91,1.0,0,1.0,1.0,100.0,0.0,0.0,26.1,0.0,0.0,0.0,16.0,20.0,80.0,234.0,46.0,9.0,11.0,81.8,6.0,7.0,85.7,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,20.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,29.0,1.0,3.0,13.0,13.0,3.0,29.0,2.0,1.0,50.0,1.0,50.0,13.0,61.0,15.0,0.0,0.0,0.0,1.0,2.0,17.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,33.3
Jean-Claude Billong,CMR,MF,29,Clermont Foot,Ligue 1,1993,€250k,?,Thai League,Muangthong United,1,0,23,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,113.3,97.1,2063.3,770.0,33.3,33.3,100.0,70.0,70.0,100.0,6.67,10.0,66.7,0.0,0.0,0.0,0.0,0.0,13.3,113.3,110.0,3.33,3.33,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,3.33,3.33,0.0,0.0,116.7,13.3,33.3,80.0,3.33,0.0,116.7,0.0,0.0,0.0,0.0,0.0,96.7,526.7,186.7,0.0,0.0,0.0,0.0,0.0,86.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,10.0,6.67,6.67,50.0
Rubén Blanco,ESP,GK,27,Marseille,Ligue 1,1995,€4.00m,€1.50m,Ligue 1,Olympique Marseille,4,4,360,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,38.3,78.4,704.8,454.8,6.75,6.75,100.0,16.3,16.5,98.5,6.5,14.5,44.8,0.0,0.0,0.0,0.0,0.0,0.0,38.3,28.3,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,33.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,29.5,142.5,71.8,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0
Ludovic Blas,FRA,MFFW,25,Nantes,Ligue 1,1997,€20.00m,€15.00m,Ligue 1,Stade Rennais FC,22,18,1667,18.5,4,3.3,1.03,31.1,0.03,0.11,22.9,0.16,0.11,0.16,29.7,37.2,79.7,583.2,127.4,11.7,13.4,87.4,12.3,14.6,83.8,4.7,7.19,65.4,0.05,1.35,3.03,0.92,0.22,5.03,37.2,33.6,3.41,1.51,0.11,1.14,3.3,0.27,1.08,0.7,0.32,0.0,29.7,0.22,0.65,4.27,2.76,0.59,0.43,0.43,0.05,0.0,0.22,0.16,0.0,0.0,0.05,0.0,0.0,1.62,1.14,0.59,0.65,0.38,0.59,1.46,40.7,0.86,0.76,0.05,0.7,0.7,2.32,0.32,0.0,51.6,0.38,5.68,25.8,21.6,2.76,51.4,4.81,2.0,41.6,2.27,47.2,39.8,282.9,120.4,3.24,2.22,0.97,3.03,2.49,36.7,7.51,0.11,0.0,0.0,2.0,2.0,0.11,3.3,1.14,0.0,0.0,0.0,5.57,0.49,0.97,33.3
Joaquín Blázquez,ARG,GK,22,Brest,Ligue 1,2001,€400k,loan transfer,Copa de la Liga,Club Atlético Platense,1,1,90,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,29.0,72.4,728.0,535.0,6.0,6.0,100.0,7.0,8.0,87.5,8.0,14.0,57.1,0.0,0.0,1.0,0.0,0.0,0.0,29.0,13.0,16.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0,26.0,32.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,15.0,104.0,55.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daley Blind,NED,MFDF,32,Bayern Munich,Bundesliga,1990,€3.00m,free transfer,LaLiga,Girona FC,2,0,37,0.4,0,2.5,2.5,100.0,0.0,0.0,24.8,0.0,0.0,0.0,50.0,52.5,95.2,1070.0,435.0,12.5,12.5,100.0,32.5,35.0,92.9,5.0,5.0,100.0,0.0,2.5,5.0,2.5,0.0,7.5,52.5,47.5,5.0,5.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,67.5,10.0,17.5,42.5,7.5,0.0,67.5,0.0,0.0,0.0,0.0,0.0,27.5,127.5,40.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5,66.7
Jérôme Boateng,GER,DF,34,Lyon,Ligue 1,1988,€800k,-,,Without Club,6,4,315,3.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.6,46.3,79.0,801.1,288.9,8.29,10.3,80.6,22.6,24.9,90.8,4.86,9.43,51.5,0.0,0.29,2.0,0.57,0.0,1.71,46.3,44.9,1.43,1.43,0.29,0.29,0.29,0.0,0.0,0.0,0.0,0.0,36.6,0.0,0.29,0.57,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.29,0.29,0.0,0.29,0.86,33.3,0.57,1.14,0.57,0.57,1.43,2.0,4.29,0.0,55.1,8.86,27.1,27.7,0.29,0.0,55.1,0.0,0.0,0.0,0.0,0.0,36.3,156.0,56.0,0.0,0.0,0.0,0.0,0.0,34.6,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.29,0.0,0.0,0.0,0.0,2.57,2.0,0.29,87.5
Jean-Paul Boëtius,NED,MF,28,Hertha BSC,Bundesliga,1994,€1.50m,-,,Without Club,14,8,750,8.3,0,0.6,0.36,60.0,0.0,0.0,20.6,0.0,0.0,0.0,25.7,35.4,72.4,441.9,168.1,11.0,14.0,78.4,10.2,13.1,78.0,2.89,5.18,55.8,0.0,1.08,2.89,0.84,0.0,5.06,35.4,32.5,2.41,1.57,0.24,0.72,0.48,0.0,0.0,0.0,0.0,0.0,25.7,0.48,0.12,2.17,1.57,0.12,0.12,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,1.45,1.57,0.6,0.24,0.48,1.33,36.4,0.84,1.81,0.0,1.81,0.96,3.37,0.96,0.0,48.1,1.45,10.5,28.0,10.4,0.72,48.1,1.2,0.24,20.0,0.72,60.0,23.9,90.0,34.8,0.36,0.48,0.0,2.29,1.2,28.4,2.41,0.24,0.0,0.0,0.96,2.65,0.0,0.48,1.45,0.0,0.0,0.0,6.51,0.48,1.69,22.2
