Player,Nation,Pos,Age,Squad,Comp,Born,Player Value,cost,league_new_club,new_club,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%
César de la Hoz,ESP,MF,30,Almería,La Liga,1992,€1.20m,free transfer,LaLiga2,Real Valladolid CF,11,9,853,9.5,1,0.42,0.11,25.0,0.25,1.0,27.8,0.0,0.0,0.0,25.2,30.8,81.6,474.7,180.5,11.2,12.4,89.8,9.89,11.6,85.5,3.68,5.37,68.6,0.0,0.32,3.26,0.32,0.11,3.05,30.8,29.9,0.63,0.63,0.0,0.53,0.11,0.0,0.0,0.0,0.0,0.0,25.2,0.32,0.32,1.16,0.95,0.0,0.21,0.0,0.0,0.0,0.21,0.11,0.0,0.11,0.0,0.0,0.0,2.0,1.26,0.63,1.26,0.11,0.95,1.68,56.3,0.74,1.58,0.53,1.05,0.63,2.63,1.47,0.0,39.7,2.32,12.1,24.3,3.37,0.42,39.7,0.63,0.32,50.0,0.32,50.0,17.8,66.1,28.7,0.21,0.32,0.0,0.74,0.21,21.7,0.11,0.42,0.0,0.0,1.58,0.53,0.0,0.11,1.26,0.0,0.11,0.0,4.74,1.05,1.37,43.5
Konrad Laimer,AUT,MF,25,RB Leipzig,Bundesliga,1997,€28.00m,free transfer,Bundesliga,Bayern Munich,9,8,674,7.5,0,1.07,0.27,25.0,0.0,0.0,22.2,0.0,0.0,0.0,28.8,37.1,77.7,445.5,142.7,15.7,18.0,87.4,9.73,11.7,83.0,2.13,4.13,51.6,0.0,1.07,3.07,0.93,0.13,5.07,37.1,34.8,2.0,1.2,0.4,0.13,0.67,0.8,0.0,0.0,0.0,0.0,28.8,0.27,1.2,2.8,2.27,0.0,0.13,0.13,0.13,0.13,0.27,0.27,0.0,0.0,0.0,0.0,0.0,3.33,1.73,1.47,1.2,0.67,1.87,3.2,58.3,1.33,1.87,0.13,1.73,0.93,4.27,0.8,0.0,51.5,1.6,10.4,28.9,12.9,2.0,51.5,2.8,1.2,42.9,1.47,52.4,28.3,155.1,91.7,2.4,1.47,0.4,2.67,1.33,30.4,3.47,0.53,0.0,0.0,2.27,0.67,0.27,0.67,1.73,0.0,0.0,0.0,6.67,0.13,0.93,12.5
Sam Lammers,NED,FW,25,Sampdoria,Serie A,1997,€2.00m,€3.50m,Premiership,Rangers FC,6,6,481,5.3,0,1.89,0.19,10.0,0.0,0.0,12.2,0.0,0.0,0.0,14.3,19.8,72.4,183.4,40.9,10.6,12.8,82.4,2.64,3.96,66.7,0.57,0.57,100.0,0.19,1.32,0.94,0.57,0.0,0.94,19.8,19.1,0.75,0.0,0.19,0.0,0.19,0.19,0.0,0.0,0.0,0.0,14.3,0.0,0.57,2.45,2.08,0.0,0.0,0.19,0.0,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.94,0.38,0.0,0.57,0.38,0.57,1.51,37.5,0.94,0.94,0.0,0.94,0.57,1.51,0.75,0.0,33.8,0.75,2.45,18.1,13.4,3.02,33.8,1.7,0.38,22.2,1.32,77.8,22.6,89.1,27.9,1.13,0.75,0.38,4.34,1.89,29.1,5.09,0.0,0.0,0.0,1.32,2.08,0.0,0.19,0.38,0.0,0.0,0.0,1.89,2.45,4.91,33.3
Sam Lammers,NED,FW,25,Empoli,Serie A,1997,€2.00m,€3.50m,Premiership,Rangers FC,14,10,883,9.8,1,2.86,0.71,25.0,0.04,0.14,15.5,0.0,0.0,0.0,14.6,23.5,62.2,185.1,46.0,9.59,13.2,72.9,4.18,6.12,68.3,0.1,0.51,20.0,0.1,1.02,1.33,0.41,0.0,1.94,23.5,23.1,0.31,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,14.6,0.1,0.82,2.55,1.84,0.1,0.31,0.1,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.04,1.02,0.51,0.92,0.61,0.71,1.12,63.6,0.41,0.41,0.1,0.31,0.31,2.35,0.82,0.0,36.5,1.22,3.57,15.4,18.3,5.0,36.5,2.35,1.02,43.5,1.22,52.2,19.7,108.6,36.1,0.92,1.22,0.61,3.78,1.43,27.3,6.84,0.0,0.0,0.0,0.61,0.82,0.1,0.41,1.02,0.0,0.0,0.0,2.76,1.84,1.63,52.9
Yasser Larouci,ALG,DFFW,22,Troyes,Ligue 1,2001,€3.50m,loan transfer,Premier League,Sheffield United,19,13,1150,12.8,1,0.55,0.23,42.9,0.14,0.33,19.3,0.0,0.0,0.0,32.7,42.6,76.9,482.6,169.2,18.0,20.9,86.1,12.1,15.7,77.1,1.17,3.13,37.5,0.0,0.78,2.27,1.09,0.55,3.36,42.6,34.8,7.58,0.55,0.31,0.0,2.66,6.95,0.0,0.0,0.0,0.0,32.7,0.23,1.09,1.8,1.17,0.0,0.08,0.16,0.31,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.63,0.63,0.31,0.08,0.47,0.63,75.0,0.16,0.78,0.08,0.7,1.33,2.34,1.88,0.0,54.1,2.97,15.4,24.9,15.0,1.33,54.1,4.14,1.64,39.6,2.03,49.1,39.5,286.3,141.6,4.06,2.97,0.78,2.11,2.19,33.9,6.41,0.08,0.0,0.0,0.86,1.33,0.0,2.66,0.63,0.0,0.0,0.08,7.03,1.09,0.39,73.7
Jordan Larsson,SWE,FWMF,25,Schalke 04,Bundesliga,1997,€3.00m,€2.00m,Superliga,FC Copenhagen,11,5,463,5.1,0,1.96,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,17.1,22.9,74.4,242.4,78.4,9.61,11.4,84.5,5.29,6.47,81.8,0.78,1.96,40.0,0.0,0.78,1.37,0.98,0.0,2.35,22.9,22.0,0.98,0.2,0.0,0.2,0.39,0.39,0.39,0.2,0.2,0.0,17.1,0.0,0.98,2.16,1.76,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.98,0.2,1.37,0.0,0.39,1.57,25.0,1.18,1.76,0.0,1.76,0.78,2.35,0.59,0.0,33.9,0.39,3.92,17.6,13.1,2.35,33.9,2.55,0.78,30.8,1.37,53.8,17.8,99.6,32.2,0.98,0.59,0.2,0.78,1.37,20.8,5.69,0.0,0.0,0.0,1.37,1.18,0.2,0.39,0.98,0.0,0.0,0.0,4.51,1.18,2.16,35.3
Kevin Lasagna,ITA,FWMF,30,Hellas Verona,Serie A,1992,€1.80m,loan transfer,Süper Lig,Fatih Karagümrük,17,12,1116,12.4,1,3.15,0.65,20.5,0.03,0.13,18.7,0.0,0.0,0.0,8.79,14.8,59.6,134.0,32.8,4.27,6.45,66.3,3.23,4.92,65.6,0.4,0.81,50.0,0.16,0.81,0.65,0.4,0.0,0.97,14.8,13.6,0.81,0.08,0.0,0.08,0.73,0.08,0.0,0.0,0.0,0.0,8.79,0.32,0.97,2.18,1.37,0.0,0.24,0.32,0.16,0.08,0.24,0.08,0.0,0.08,0.08,0.0,0.0,0.73,0.24,0.56,0.08,0.08,0.32,0.73,44.4,0.4,0.89,0.08,0.81,0.24,0.97,0.73,0.0,28.1,0.73,3.47,10.5,14.7,4.27,28.1,2.18,0.56,25.9,1.29,59.3,15.3,96.5,43.0,2.02,1.21,0.89,3.23,2.34,18.4,6.05,0.08,0.0,0.0,1.69,1.29,0.97,0.73,0.24,0.0,0.0,0.0,4.03,0.81,2.9,21.7
Toni Lato,ESP,MFDF,25,Valencia,La Liga,1997,€2.50m,free transfer,LaLiga,RCD Mallorca,14,5,545,6.1,1,1.15,0.16,14.3,0.14,1.0,19.5,0.16,0.0,0.0,39.5,47.5,83.1,632.6,189.8,19.5,20.8,93.7,16.4,19.2,85.5,2.46,5.08,48.4,0.0,1.8,3.61,1.48,0.33,3.77,47.5,42.8,4.59,0.98,0.0,0.33,3.11,2.3,1.31,0.33,0.66,0.0,39.5,0.16,0.82,3.93,2.79,0.66,0.16,0.0,0.16,0.16,0.49,0.16,0.0,0.16,0.0,0.16,0.0,1.8,0.66,0.49,1.31,0.0,0.33,0.66,50.0,0.33,1.15,0.0,1.15,0.49,2.3,1.48,0.0,56.7,1.97,13.6,23.1,20.3,2.13,56.7,0.98,0.49,50.0,0.33,33.3,31.6,157.5,84.3,1.64,1.64,0.16,0.98,0.0,38.5,5.25,0.0,0.0,0.0,0.49,0.82,0.33,3.11,0.66,0.0,0.0,0.0,4.43,0.33,1.64,16.7
Roméo Lavia,BEL,MF,19,Southampton,Premier League,2004,€32.00m,€62.10m,Premier League,Chelsea FC,13,11,893,9.9,1,0.51,0.2,40.0,0.2,0.5,25.7,0.0,0.0,0.0,32.8,37.9,86.7,589.4,159.3,13.9,15.9,87.9,15.2,16.4,92.6,3.23,3.94,82.1,0.0,0.51,4.55,0.51,0.0,3.94,37.9,37.7,0.2,0.1,0.2,0.51,0.1,0.0,0.1,0.0,0.0,0.1,32.8,0.0,0.51,1.31,1.11,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,1.21,0.91,1.31,0.2,0.61,1.52,40.0,0.91,2.12,0.4,1.72,1.62,4.04,0.51,0.0,49.9,1.62,10.1,32.3,7.98,0.0,49.9,1.92,0.81,42.1,0.71,36.8,30.6,146.1,60.9,0.51,0.91,0.0,0.81,1.62,28.4,0.91,0.4,0.0,0.0,1.01,1.92,0.0,0.1,1.21,0.0,0.0,0.0,8.28,0.4,0.3,57.1
Valentino Lazaro,AUT,DF,26,Torino,Serie A,1996,€5.00m,€4.00m,Serie A,Torino FC,15,13,1065,11.8,0,0.59,0.17,28.6,0.0,0.0,14.0,0.0,0.0,0.0,44.4,58.9,75.4,728.0,271.9,22.3,25.2,88.6,16.4,21.6,76.1,4.07,8.39,48.5,0.17,1.86,3.14,1.36,0.68,4.92,58.9,44.5,14.2,1.69,0.0,0.08,5.51,9.75,2.8,0.76,1.27,0.08,44.4,0.17,1.36,3.56,2.12,1.1,0.17,0.17,0.0,0.0,0.25,0.17,0.08,0.0,0.0,0.0,0.0,0.85,0.42,0.59,0.0,0.25,0.51,0.68,75.0,0.17,0.93,0.17,0.76,0.17,1.02,1.53,0.0,66.5,2.46,12.6,27.1,27.5,1.86,66.5,2.2,1.02,46.2,0.76,34.6,32.3,164.0,88.3,3.22,1.78,0.68,1.27,0.34,38.5,5.93,0.34,0.0,0.0,0.93,0.25,0.08,5.51,0.42,0.0,0.08,0.0,6.19,0.85,0.85,50.0
Enzo Le Fée,FRA,MF,23,Lorient,Ligue 1,2000,€20.00m,€20.00m,Ligue 1,Stade Rennais FC,22,22,1928,21.4,4,1.36,0.75,55.2,0.14,0.25,23.9,0.23,0.0,0.0,48.2,60.6,79.6,841.6,282.0,20.7,23.5,88.0,18.6,22.4,83.1,5.93,9.91,59.9,0.23,2.34,5.93,0.89,0.19,6.68,60.6,52.7,7.76,3.32,0.33,0.47,4.49,0.23,3.13,1.17,1.26,0.09,48.2,0.19,1.59,4.02,2.52,0.98,0.14,0.14,0.19,0.05,0.47,0.23,0.23,0.0,0.0,0.0,0.0,3.5,2.15,1.68,1.36,0.47,1.4,3.41,41.1,2.01,1.4,0.14,1.26,0.89,4.39,1.36,0.05,74.8,2.66,15.8,41.5,18.9,0.84,74.8,4.02,1.68,41.9,1.73,43.0,54.5,340.7,157.1,2.85,2.52,0.47,2.15,1.64,49.2,2.29,0.14,0.0,0.0,1.21,1.73,0.09,4.49,2.15,0.0,0.0,0.0,7.38,0.42,0.89,32.1
Maxime Le Marchand,FRA,DF,33,Strasbourg,Ligue 1,1989,€1.00m,-,,Retired,18,15,1295,14.4,0,0.42,0.0,0.0,0.0,0.0,22.3,0.0,0.0,0.0,47.2,59.4,79.4,911.5,379.3,18.6,21.0,88.7,21.6,25.1,86.1,5.83,11.3,51.5,0.0,0.14,4.86,0.49,0.21,5.14,59.4,55.7,3.61,2.08,0.0,0.83,0.69,0.97,0.0,0.0,0.0,0.0,47.2,0.14,0.63,0.9,0.63,0.0,0.07,0.0,0.07,0.14,0.21,0.07,0.0,0.0,0.0,0.07,0.07,2.15,1.39,1.32,0.76,0.07,1.04,1.6,65.2,0.56,1.04,0.69,0.35,1.88,4.03,3.54,0.0,68.8,8.13,30.4,35.5,3.82,0.28,68.8,0.63,0.56,88.9,0.0,0.0,48.2,274.0,153.1,0.63,1.11,0.0,0.63,0.14,42.6,0.21,0.35,0.07,0.07,1.39,0.42,0.0,0.69,1.39,0.0,0.14,0.0,7.15,2.64,1.18,69.1
Diogo Leite,POR,DF,24,Union Berlin,Bundesliga,1999,€15.00m,€7.50m,Bundesliga,1.FC Union Berlin,17,17,1458,16.2,0,0.43,0.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,43.9,55.7,78.8,912.0,342.3,13.2,15.6,84.6,23.7,27.7,85.7,6.48,10.7,60.3,0.06,0.25,4.14,0.12,0.0,4.88,55.7,52.8,2.72,1.6,0.0,0.37,0.12,0.25,0.0,0.0,0.0,0.0,43.9,0.12,0.49,0.93,0.8,0.0,0.0,0.0,0.06,0.06,0.12,0.12,0.0,0.0,0.0,0.0,0.0,1.42,0.8,0.8,0.62,0.0,0.86,1.17,73.7,0.31,0.99,0.56,0.43,1.17,2.59,3.64,0.0,65.6,7.53,29.9,32.0,4.32,0.68,65.6,0.06,0.0,0.0,0.0,0.0,36.3,177.2,103.4,0.74,0.49,0.0,0.74,0.43,39.0,0.62,0.12,0.06,0.0,1.54,1.11,0.06,0.12,0.8,0.06,0.06,0.0,5.86,2.59,2.41,51.9
Florian Lejeune,FRA,DF,31,Rayo Vallecano,La Liga,1991,€4.00m,€2.50m,LaLiga,Rayo Vallecano,18,18,1488,16.5,3,1.52,0.67,44.0,0.12,0.27,30.2,0.79,0.0,0.0,38.5,48.5,79.5,900.5,336.6,8.61,9.82,87.7,22.5,24.6,91.4,7.33,13.0,56.3,0.0,0.3,3.88,0.18,0.0,2.67,48.5,45.8,2.48,2.36,0.0,1.52,0.06,0.12,0.0,0.0,0.0,0.0,38.5,0.18,0.36,0.61,0.55,0.0,0.0,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0,1.09,0.61,0.73,0.3,0.06,0.67,0.97,68.8,0.3,0.91,0.67,0.24,0.61,1.7,4.36,0.0,57.2,6.48,27.9,27.2,2.55,0.42,57.2,0.3,0.18,60.0,0.06,20.0,33.6,149.7,87.2,0.24,0.36,0.0,0.12,0.06,36.3,0.06,0.24,0.06,0.06,0.67,0.36,0.18,0.06,0.61,0.0,0.06,0.0,4.42,2.12,1.15,64.8
Clément Lenglet,FRA,DF,27,Tottenham,Premier League,1995,€10.00m,loan transfer,Premier League,Aston Villa,13,11,935,10.4,0,0.67,0.0,0.0,0.0,0.0,15.7,0.0,0.0,0.0,60.8,69.2,87.8,1143.0,438.1,22.0,22.3,98.7,32.1,35.4,90.8,5.67,9.62,59.0,0.19,0.48,3.94,0.38,0.29,3.94,69.2,68.4,0.87,0.58,0.0,0.77,1.06,0.29,0.0,0.0,0.0,0.0,60.8,0.0,0.58,1.06,0.96,0.0,0.0,0.0,0.1,0.0,0.29,0.29,0.0,0.0,0.0,0.0,0.0,1.63,0.77,0.87,0.58,0.19,0.87,1.35,64.3,0.48,1.44,0.58,0.87,0.96,2.6,2.6,0.19,78.6,8.65,39.5,34.3,5.0,0.77,78.6,0.38,0.1,25.0,0.19,50.0,55.9,261.4,155.1,1.35,1.25,0.0,0.67,0.1,60.0,0.48,0.19,0.0,0.0,0.77,0.96,0.0,1.06,0.77,0.0,0.0,0.0,4.62,2.21,1.06,67.6
Christopher Lenz,GER,DF,28,Eint Frankfurt,Bundesliga,1994,€2.50m,€1.00m,Bundesliga,RB Leipzig,12,5,613,6.8,0,1.03,0.29,28.6,0.0,0.0,23.1,0.0,0.0,0.0,39.1,52.8,74.1,687.9,278.5,18.7,21.2,88.2,14.0,17.9,77.9,5.15,10.4,49.3,0.29,1.91,3.24,1.62,0.88,3.82,52.8,40.9,11.8,1.76,0.0,0.44,6.47,7.65,2.35,1.18,0.88,0.0,39.1,0.15,1.32,2.65,1.62,1.03,0.0,0.0,0.0,0.0,0.44,0.29,0.15,0.0,0.0,0.0,0.0,2.5,1.91,1.18,0.88,0.44,1.32,2.65,50.0,1.32,1.32,0.0,1.32,1.32,3.82,2.5,0.0,63.7,3.38,14.9,29.9,19.7,1.76,63.7,0.74,0.44,60.0,0.15,20.0,29.1,144.3,80.0,2.35,1.47,0.15,0.88,0.59,33.5,5.74,0.0,0.0,0.0,1.03,0.88,0.0,6.47,1.91,0.0,0.0,0.0,6.47,0.88,1.18,42.9
Sergio León,ESP,FW,34,Valladolid,La Liga,1989,€2.00m,?,LaLiga2,Elche CF,17,11,913,10.1,5,1.88,1.29,68.4,0.21,0.31,16.9,0.0,0.1,0.2,8.42,12.6,66.9,130.8,19.2,4.46,5.45,81.8,2.67,4.26,62.8,0.59,1.19,50.0,0.1,0.89,0.2,0.4,0.1,1.09,12.6,10.7,1.68,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,8.42,0.2,0.4,1.58,1.09,0.1,0.1,0.3,0.0,0.0,0.3,0.2,0.0,0.0,0.1,0.0,0.0,0.4,0.3,0.0,0.3,0.1,0.2,0.2,100.0,0.0,0.4,0.0,0.4,0.0,0.4,0.3,0.0,22.5,0.5,1.88,10.4,10.7,3.27,22.3,1.39,0.2,14.3,0.99,71.4,13.9,71.1,36.2,1.29,0.99,0.4,3.07,1.29,16.7,4.95,0.0,0.1,0.0,0.5,1.49,1.39,0.5,0.3,0.0,0.0,0.0,2.48,1.39,2.57,35.0
Sergio León,ESP,FW,34,Valladolid,La Liga,1989,€50k,free transfer,Segunda Federación - Gr. IV,FC La Unión Atlético,17,11,913,10.1,5,1.88,1.29,68.4,0.21,0.31,16.9,0.0,0.1,0.2,8.42,12.6,66.9,130.8,19.2,4.46,5.45,81.8,2.67,4.26,62.8,0.59,1.19,50.0,0.1,0.89,0.2,0.4,0.1,1.09,12.6,10.7,1.68,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,8.42,0.2,0.4,1.58,1.09,0.1,0.1,0.3,0.0,0.0,0.3,0.2,0.0,0.0,0.1,0.0,0.0,0.4,0.3,0.0,0.3,0.1,0.2,0.2,100.0,0.0,0.4,0.0,0.4,0.0,0.4,0.3,0.0,22.5,0.5,1.88,10.4,10.7,3.27,22.3,1.39,0.2,14.3,0.99,71.4,13.9,71.1,36.2,1.29,0.99,0.4,3.07,1.29,16.7,4.95,0.0,0.1,0.0,0.5,1.49,1.39,0.5,0.3,0.0,0.0,0.0,2.48,1.39,2.57,35.0
Mehdi Léris,ALG,MFDF,24,Sampdoria,Serie A,1998,€2.50m,€2.50m,Championship,Stoke City,19,16,1355,15.1,0,0.99,0.4,40.0,0.0,0.0,11.2,0.0,0.0,0.0,23.2,34.9,66.4,348.3,125.9,13.5,16.1,84.0,6.89,10.9,63.0,1.79,3.84,46.6,0.07,0.73,1.59,0.66,0.2,2.12,34.9,32.9,1.72,0.07,0.2,0.33,2.32,1.66,0.0,0.0,0.0,0.0,23.2,0.26,1.72,1.59,1.19,0.0,0.0,0.2,0.13,0.07,0.13,0.0,0.0,0.0,0.13,0.0,0.0,2.38,1.85,1.32,0.73,0.33,0.99,2.25,44.1,1.26,1.52,0.2,1.32,1.13,3.51,0.86,0.0,48.0,1.46,11.0,20.2,17.6,2.38,48.0,2.19,0.73,33.3,1.26,57.6,27.4,136.5,57.2,1.72,0.93,0.33,3.05,1.99,32.1,6.09,0.66,0.0,0.0,2.12,1.66,0.26,2.32,1.85,0.0,0.0,0.0,5.83,2.45,1.39,63.8
Jefferson Lerma,COL,MFDF,28,Bournemouth,Premier League,1994,€20.00m,free transfer,Premier League,Crystal Palace,22,22,1973,21.9,2,0.73,0.14,18.8,0.13,0.67,16.2,0.0,0.0,0.0,35.3,43.2,81.7,553.3,197.1,17.1,19.6,87.0,14.8,16.7,88.8,1.96,4.25,46.2,0.0,0.41,3.11,0.59,0.05,3.24,43.2,41.6,1.6,1.19,0.14,0.09,0.18,0.32,0.0,0.0,0.0,0.0,35.3,0.0,0.59,1.28,1.1,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.78,0.73,0.55,0.18,0.68,0.96,71.4,0.27,0.78,0.41,0.37,1.1,2.56,3.15,0.05,52.6,5.62,18.3,26.5,8.68,1.23,52.6,0.73,0.41,56.3,0.32,43.8,24.8,100.5,49.0,0.59,0.87,0.05,0.73,0.5,31.1,0.78,0.14,0.0,0.0,0.91,1.14,0.09,0.18,0.78,0.0,0.09,0.05,6.94,1.92,1.14,62.7
Benjamin Leroy,FRA,GK,33,Ajaccio,Ligue 1,1989,€500k,free transfer,Ligue 2,Quevilly - Rouen Métropole,20,20,1718,19.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,27.2,59.5,553.9,471.5,1.62,1.62,100.0,7.02,7.17,97.8,7.54,18.1,41.6,0.0,0.0,0.58,0.0,0.0,0.0,27.2,16.6,10.3,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,0.26,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.42,0.0,29.4,22.9,29.3,0.05,0.0,0.0,29.4,0.0,0.0,0.0,0.0,0.0,16.5,100.5,48.3,0.0,0.0,0.0,0.1,0.0,9.84,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.05,0.0,100.0
Dimitri Liénard,FRA,DFMF,34,Strasbourg,Ligue 1,1988,€500k,free transfer,Ligue 2,SC Bastia,17,12,967,10.7,0,1.03,0.19,18.2,0.0,0.0,21.3,0.0,0.0,0.0,43.6,58.1,75.1,785.1,243.0,19.2,21.9,87.6,17.6,21.6,81.4,5.42,12.4,43.6,0.0,1.31,2.71,1.59,0.56,4.02,58.1,45.8,12.3,1.87,0.0,0.93,5.89,8.6,1.68,0.47,1.21,0.0,43.6,0.0,0.84,2.71,1.78,0.75,0.0,0.09,0.0,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,2.15,1.31,1.21,0.75,0.19,1.59,2.71,58.6,1.12,1.5,0.37,1.12,1.03,3.18,1.87,0.0,68.7,2.9,20.3,27.4,21.9,0.65,68.7,0.93,0.28,30.0,0.56,60.0,42.9,216.1,97.7,1.4,2.15,0.19,1.5,0.37,39.3,6.73,0.28,0.0,0.0,1.12,0.65,0.28,5.89,1.31,0.0,0.0,0.0,6.92,1.12,0.84,57.1
Jesper Lindstrøm,DEN,MFFW,22,Eint Frankfurt,Bundesliga,2000,€28.00m,€30.00m,Serie A,SSC Napoli,18,16,1207,13.4,7,2.54,1.12,44.1,0.21,0.47,17.9,0.3,0.0,0.0,16.8,26.9,62.5,220.7,63.8,10.1,13.5,75.1,4.55,7.24,62.9,0.75,2.31,32.3,0.15,1.19,0.75,0.9,0.07,1.79,26.9,24.2,2.54,0.52,0.3,0.0,2.54,0.37,1.42,0.97,0.15,0.0,16.8,0.15,1.34,3.28,1.42,0.45,0.45,0.6,0.3,0.07,0.67,0.15,0.0,0.3,0.15,0.07,0.0,1.27,0.6,0.82,0.3,0.15,0.22,0.75,30.0,0.52,1.04,0.07,0.97,0.52,1.79,0.6,0.0,41.0,0.75,5.67,16.6,19.6,5.37,41.0,3.96,1.27,32.1,2.39,60.4,23.0,160.1,77.2,3.36,2.31,2.31,3.21,2.01,26.4,7.16,0.15,0.0,0.0,0.82,1.12,0.15,2.54,0.6,0.07,0.0,0.0,5.07,0.45,1.27,26.1
Jesse Lingard,ENG,FWMF,30,Nott'ham Forest,Premier League,1992,€8.00m,-,,Without Club,14,11,861,9.6,0,1.04,0.21,20.0,0.0,0.0,19.3,0.0,0.0,0.0,22.0,27.7,79.3,329.2,89.8,11.3,12.7,88.5,8.33,9.9,84.2,1.15,2.5,45.8,0.0,1.04,2.71,0.73,0.1,3.33,27.7,25.3,2.19,0.73,0.1,0.31,0.42,0.83,0.0,0.0,0.0,0.0,22.0,0.21,0.52,2.5,1.88,0.1,0.1,0.31,0.1,0.0,0.21,0.1,0.0,0.0,0.1,0.0,0.0,0.31,0.31,0.21,0.1,0.0,0.0,0.31,0.0,0.31,1.04,0.0,1.04,0.42,0.73,0.42,0.0,34.6,0.73,4.27,18.6,12.4,1.46,34.6,0.94,0.52,55.6,0.42,44.4,19.9,95.4,48.6,1.04,1.04,0.0,1.46,0.94,24.5,3.23,0.1,0.0,0.0,0.83,0.83,0.21,0.42,0.31,0.0,0.0,0.0,3.85,0.1,0.21,33.3
Pol Lirola,ESP,DF,25,Elche,La Liga,1997,€2.00m,loan transfer,Serie A,Frosinone Calcio,8,7,548,6.1,1,0.16,0.16,100.0,1.0,1.0,10.5,0.0,0.0,0.0,33.8,46.9,72.0,541.3,189.5,18.4,21.5,85.5,11.5,15.6,73.7,2.3,5.74,40.0,0.0,0.98,1.64,0.49,0.33,3.11,46.9,38.2,8.69,0.66,0.0,0.49,4.75,8.03,0.0,0.0,0.0,0.0,33.8,0.0,1.64,2.95,2.79,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.98,1.31,0.49,0.16,1.15,1.64,70.0,0.49,0.16,0.0,0.16,0.98,2.95,1.97,0.0,56.4,2.62,16.2,23.4,17.5,1.15,56.4,2.62,0.98,37.5,1.48,56.3,31.6,187.5,109.5,3.11,2.79,0.16,1.31,0.82,30.5,4.75,0.16,0.0,0.0,0.49,0.49,0.0,4.75,0.98,0.0,0.0,0.0,6.56,1.31,0.98,57.1
